   0.00000000       0.00000000    
   6.28318544E-03   6.28326833E-03
   1.25663709E-02   1.25670321E-02
   1.88495554E-02   1.88517887E-02
   2.51327418E-02   2.51380354E-02
   3.14159282E-02   3.14262658E-02
   3.76991108E-02   3.77169810E-02
   4.39822972E-02   4.40106802E-02
   5.02654836E-02   5.03078587E-02
   5.65486699E-02   5.66090234E-02
   6.28318563E-02   6.29146695E-02
   6.91150427E-02   6.92253038E-02
   7.53982216E-02   7.55414218E-02
   8.16814080E-02   8.18635523E-02
   8.79645944E-02   8.81921798E-02
   9.42477807E-02   9.45278332E-02
  0.100530967      0.100871012    
  0.106814153      0.107222237    
  0.113097340      0.113582030    
  0.119380526      0.119950905    
  0.125663713      0.126329392    
  0.131946892      0.132717997    
  0.138230085      0.139117286    
  0.144513264      0.145527750    
  0.150796443      0.151949957    
  0.157079637      0.158384442    
  0.163362816      0.164831743    
  0.169646010      0.171292424    
  0.175929189      0.177767009    
  0.182212383      0.184256092    
  0.188495561      0.190760210    
  0.194778755      0.197279945    
  0.201061934      0.203815848    
  0.207345113      0.210368514    
  0.213628307      0.216938540    
  0.219911486      0.223526478    
  0.226194680      0.230132982    
  0.232477859      0.236758590    
  0.238761052      0.243403956    
  0.245044231      0.250069678    
  0.251327425      0.256756365    
  0.257610589      0.263464659    
  0.263893783      0.270195216    
  0.270176977      0.276948690    
  0.276460171      0.283725679    
  0.282743335      0.290526867    
  0.289026529      0.297352940    
  0.295309722      0.304204583    
  0.301592886      0.311082423    
  0.307876080      0.317987233    
  0.314159274      0.324919701    
  0.320442468      0.331880540    
  0.326725632      0.338870436    
  0.333008826      0.345890164    
  0.339292020      0.352940500    
  0.345575213      0.360022187    
  0.351858377      0.367135912    
  0.358141571      0.374282598    
  0.364424765      0.381462961    
  0.370707929      0.388677806    
  0.376991123      0.395928025    
  0.383274317      0.403214365    
  0.389557511      0.410537750    
  0.395840675      0.417898983    
  0.402123868      0.425298989    
  0.408407062      0.432738662    
  0.414690226      0.440218866    
  0.420973420      0.447740614    
  0.427256614      0.455304772    
  0.433539808      0.462912351    
  0.439822972      0.470564276    
  0.446106166      0.478261620    
  0.452389359      0.486005366    
  0.458672523      0.493796527    
  0.464955717      0.501636207    
  0.471238911      0.509525478    
  0.477522105      0.517465413    
  0.483805269      0.525457084    
  0.490088463      0.533501804    
  0.496371657      0.541600585    
  0.502654850      0.549754679    
  0.508938015      0.557965279    
  0.515221179      0.566233635    
  0.521504402      0.574561119    
  0.527787566      0.582948923    
  0.534070790      0.591398418    
  0.540353954      0.599910855    
  0.546637118      0.608487725    
  0.552920341      0.617130518    
  0.559203506      0.625840545    
  0.565486670      0.634619296    
  0.571769893      0.643468440    
  0.578053057      0.652389348    
  0.584336221      0.661383688    
  0.590619445      0.670453191    
  0.596902609      0.679599285    
  0.603185773      0.688823879    
  0.609468997      0.698128760    
  0.615752161      0.707515538    
  0.622035384      0.716986239    
  0.628318548      0.726542592    
  0.634601712      0.736186504    
  0.640884936      0.745920241    
  0.647168100      0.755745530    
  0.653451264      0.765664518    
  0.659734488      0.775679588    
  0.666017652      0.785792589    
  0.672300816      0.796005964    
  0.678584039      0.806322157    
  0.684867203      0.816743255    
  0.691150427      0.827271998    
  0.697433591      0.837910652    
  0.703716755      0.848661959    
  0.709999979      0.859528661    
  0.716283143      0.870513201    
  0.722566307      0.881618619    
  0.728849530      0.892847776    
  0.735132694      0.904203594    
  0.741415858      0.915689230    
  0.747699082      0.927307844    
  0.753982246      0.939062536    
  0.760265410      0.950956762    
  0.766548634      0.962994099    
  0.772831798      0.975177884    
  0.779115021      0.987511992    
  0.785398185       1.00000000    
  0.791681349       1.01264596    
  0.797964573       1.02545404    
  0.804247737       1.03842807    
  0.810530901       1.05157244    
  0.816814125       1.06489193    
  0.823097289       1.07839060    
  0.829380453       1.09207356    
  0.835663676       1.10594571    
  0.841946840       1.12001181    
  0.848230064       1.13427746    
  0.854513228       1.14874780    
  0.860796392       1.16342854    
  0.867079616       1.17832553    
  0.873362780       1.19344473    
  0.879645944       1.20879233    
  0.885929167       1.22437501    
  0.892212331       1.24019921    
  0.898495495       1.25627196    
  0.904778719       1.27260053    
  0.911061883       1.28919232    
  0.917345047       1.30605495    
  0.923628271       1.32319689    
  0.929911435       1.34062600    
  0.936194658       1.35835147    
  0.942477822       1.37638199    
  0.948760986       1.39472711    
  0.955044210       1.41339660    
  0.961327374       1.43240070    
  0.967610538       1.45174980    
  0.973893762       1.47145545    
  0.980176926       1.49152863    
  0.986460090       1.51198161    
  0.992743313       1.53282714    
  0.999026477       1.55407798    
   1.00530970       1.57574809    
   1.01159286       1.59785128    
   1.01787603       1.62040293    
   1.02415919       1.64341843    
   1.03044236       1.66691422    
   1.03672564       1.69090796    
   1.04300880       1.71541643    
   1.04929197       1.74045897    
   1.05557513       1.76605535    
   1.06185830       1.79222608    
   1.06814158       1.81899357    
   1.07442474       1.84637940    
   1.08070791       1.87440813    
   1.08699107       1.90310502    
   1.09327424       1.93249643    
   1.09955740       1.96261036    
   1.10584068       1.99347687    
   1.11212385       2.02512574    
   1.11840701       2.05759072    
   1.12469018       2.09090590    
   1.13097334       2.12510800    
   1.13725662       2.16023684    
   1.14353979       2.19633150    
   1.14982295       2.23343635    
   1.15610611       2.27159739    
   1.16238928       2.31086373    
   1.16867244       2.35128689    
   1.17495573       2.39292336    
   1.18123889       2.43583012    
   1.18752205       2.48007059    
   1.19380522       2.52571177    
   1.20008838       2.57282495    
   1.20637155       2.62148619    
   1.21265483       2.67177844    
   1.21893799       2.72378731    
   1.22522116       2.77760696    
   1.23150432       2.83333874    
   1.23778749       2.89109087    
   1.24407077       2.95098114    
   1.25035393       3.01313305    
   1.25663710       3.07768393    
   1.26292026       3.14478040    
   1.26920342       3.21458197    
   1.27548659       3.28726149    
   1.28176987       3.36300802    
   1.28805304       3.44202328    
   1.29433620       3.52453184    
   1.30061936       3.61077762    
   1.30690253       3.70102739    
   1.31318581       3.79557657    
   1.31946898       3.89474392    
   1.32575214       3.99888635    
   1.33203530       4.10839701    
   1.33831847       4.22371149    
   1.34460163       4.34531355    
   1.35088491       4.47374439    
   1.35716808       4.60960197    
   1.36345124       4.75356388    
   1.36973441       4.90639019    
   1.37601757       5.06893921    
   1.38230085       5.24218607    
   1.38858402       5.42723131    
   1.39486718       5.62534189    
